 1.000000000000E-02 -7.000000002908E+02  9.177306845293E+02 -1.617730684820E+03
 2.838000000000E+01 -7.008134196829E+02  9.842000071493E+02 -1.685013426832E+03
 2.839000000000E+01 -7.008055380093E+02  9.917874171370E+02 -1.692592955146E+03
 2.840000000000E+01 -7.007994155749E+02  9.960388967033E+02 -1.696838312278E+03
 2.841000000000E+01 -7.007965708361E+02  9.939255886259E+02 -1.694722159462E+03
 2.842000000000E+01 -7.007926891233E+02  9.898999799114E+02 -1.690692669035E+03
 2.843000000000E+01 -7.008006331519E+02  9.897526244366E+02 -1.690553257588E+03
 2.844000000000E+01 -7.008060169626E+02  9.930305013567E+02 -1.693836518319E+03
 2.845000000000E+01 -7.008062705456E+02  9.981139388791E+02 -1.698920209425E+03
 2.846000000000E+01 -7.008078032920E+02  1.004829532433E+03 -1.705637335725E+03
 2.847000000000E+01 -7.008011616211E+02  1.012812283655E+03 -1.713613445276E+03
 2.848000000000E+01 -7.008024640805E+02  1.019401824293E+03 -1.720204288374E+03
 2.849000000000E+01 -7.008083715026E+02  1.020760148697E+03 -1.721568520200E+03
 2.850000000000E+01 -7.008147547450E+02  1.014397678515E+03 -1.715212433260E+03
 2.851000000000E+01 -7.008113705843E+02  1.003478132447E+03 -1.704289503031E+03
 2.852000000000E+01 -7.008116162073E+02  9.963222672437E+02 -1.697133883451E+03
 2.853000000000E+01 -7.008116698806E+02  9.947055642877E+02 -1.695517234168E+03
 2.854000000000E+01 -7.008067956257E+02  9.926916227754E+02 -1.693498418401E+03
 2.855000000000E+01 -7.008101032084E+02  9.909910912396E+02 -1.691801194448E+03
 2.856000000000E+01 -7.008170270475E+02  9.921377920569E+02 -1.692954819104E+03
 2.857000000000E+01 -7.008111415053E+02  9.947344708769E+02 -1.695545612382E+03
 2.858000000000E+01 -7.008098620287E+02  9.980465543618E+02 -1.698856416391E+03
 2.859000000000E+01 -7.008106621002E+02  1.001092567094E+03 -1.701903229194E+03
 2.860000000000E+01 -7.008078577908E+02  9.996657002745E+02 -1.700473558065E+03
 2.861000000000E+01 -7.008085877262E+02  9.925722844818E+02 -1.693380872208E+03
 2.862000000000E+01 -7.007960057397E+02  9.853592406990E+02 -1.686155246439E+03
 2.863000000000E+01 -7.008052184506E+02  9.839700088363E+02 -1.684775227287E+03
 2.864000000000E+01 -7.008088149647E+02  9.894990311094E+02 -1.690307846074E+03
 2.865000000000E+01 -7.008103808866E+02  9.997009082929E+02 -1.700511289180E+03
 2.866000000000E+01 -7.007999137099E+02  1.009477325986E+03 -1.710277239696E+03
 2.867000000000E+01 -7.007917157128E+02  1.014112364590E+03 -1.714904080303E+03
 2.868000000000E+01 -7.007824780034E+02  1.013814211004E+03 -1.714596689007E+03
 2.869000000000E+01 -7.007832500142E+02  1.011349692259E+03 -1.712132942274E+03
 2.870000000000E+01 -7.007794263847E+02  1.006682009989E+03 -1.707461436374E+03
 2.871000000000E+01 -7.007755687856E+02  9.987605251273E+02 -1.699536093913E+03
 2.872000000000E+01 -7.007734903060E+02  9.907686849223E+02 -1.691542175228E+03
 2.873000000000E+01 -7.007724689355E+02  9.873027673418E+02 -1.688075236277E+03
 2.874000000000E+01 -7.007801858292E+02  9.883110839863E+02 -1.689091269816E+03
 2.875000000000E+01 -7.007740800338E+02  9.887266014159E+02 -1.689500681450E+03
 2.876000000000E+01 -7.007781671365E+02  9.836591289589E+02 -1.684437296095E+03
 2.877000000000E+01 -7.007906705259E+02  9.744881489621E+02 -1.675278819488E+03
 2.878000000000E+01 -7.007993508539E+02  9.670725787651E+02 -1.667871929619E+03
 2.879000000000E+01 -7.008118826500E+02  9.655456228873E+02 -1.666357505537E+03
 2.880000000000E+01 -7.008098498920E+02  9.715214618622E+02 -1.672331311754E+03
 2.881000000000E+01 -7.008147529492E+02  9.822879131792E+02 -1.683102666128E+03
 2.882000000000E+01 -7.008142667700E+02  9.916742731660E+02 -1.692488539936E+03
 2.883000000000E+01 -7.008155435256E+02  9.953703568353E+02 -1.696185900361E+03
 2.884000000000E+01 -7.008193497767E+02  9.936306791278E+02 -1.694450028905E+03
 2.885000000000E+01 -7.008175310477E+02  9.911650433340E+02 -1.691982574382E+03
 2.886000000000E+01 -7.008147286711E+02  9.916989997938E+02 -1.692513728465E+03
 2.887000000000E+01 -7.008162787299E+02  9.939660785722E+02 -1.694782357302E+03
 2.888000000000E+01 -7.008219238273E+02  9.955338018873E+02 -1.696355725715E+03
 2.889000000000E+01 -7.008170565948E+02  9.944812537771E+02 -1.695298310372E+03
 2.890000000000E+01 -7.008121948638E+02  9.909226768488E+02 -1.691734871713E+03
 2.891000000000E+01 -7.008167855643E+02  9.852052176179E+02 -1.686022003182E+03
 2.892000000000E+01 -7.008231582729E+02  9.802482708006E+02 -1.681071429073E+03
 2.893000000000E+01 -7.008165323638E+02  9.790929607568E+02 -1.679909493121E+03
 2.894000000000E+01 -7.008134724587E+02  9.782787459912E+02 -1.679092218450E+03
 2.895000000000E+01 -7.008183311908E+02  9.756957650351E+02 -1.676514096226E+03
 2.896000000000E+01 -7.008219063218E+02  9.721764101821E+02 -1.672998316504E+03
 2.897000000000E+01 -7.008259726126E+02  9.698501659191E+02 -1.670676138532E+03
 2.898000000000E+01 -7.008292831662E+02  9.730451098606E+02 -1.673874393027E+03
 2.899000000000E+01 -7.008282931829E+02  9.835768963127E+02 -1.684405189496E+03
 2.900000000000E+01 -7.008204048730E+02  9.960864255687E+02 -1.696906830442E+03
 2.901000000000E+01 -7.008291229765E+02  1.003179977409E+03 -1.704009100385E+03
 2.902000000000E+01 -7.008398593276E+02  1.001995109213E+03 -1.702834968541E+03
 2.903000000000E+01 -7.008423968642E+02  9.945537970621E+02 -1.695396193926E+03
 2.904000000000E+01 -7.008444266113E+02  9.847709358991E+02 -1.685615362510E+03
 2.905000000000E+01 -7.008405792003E+02  9.761696450437E+02 -1.677010224244E+03
 2.906000000000E+01 -7.008336653436E+02  9.707334819360E+02 -1.671567147280E+03
 2.907000000000E+01 -7.008431253022E+02  9.696626914066E+02 -1.670505816709E+03
 2.908000000000E+01 -7.008500455948E+02  9.741671298660E+02 -1.675017175461E+03
 2.909000000000E+01 -7.008398220846E+02  9.827624879018E+02 -1.683602309986E+03
 2.910000000000E+01 -7.008370291359E+02  9.921194233784E+02 -1.692956452514E+03
 2.911000000000E+01 -7.008306434733E+02  9.979999310971E+02 -1.698830574570E+03
 2.912000000000E+01 -7.008277991450E+02  9.983113532375E+02 -1.699139152383E+03
 2.913000000000E+01 -7.008362293588E+02  9.964500927341E+02 -1.697286322093E+03
 2.914000000000E+01 -7.008357299950E+02  9.948733916142E+02 -1.695709121609E+03
 2.915000000000E+01 -7.008416189794E+02  9.925908454864E+02 -1.693432464466E+03
 2.916000000000E+01 -7.008370054391E+02  9.901373973402E+02 -1.690974402779E+03
 2.917000000000E+01 -7.008323997444E+02  9.890991392255E+02 -1.689931538970E+03
 2.918000000000E+01 -7.008436173624E+02  9.922279168784E+02 -1.693071534241E+03
 2.919000000000E+01 -7.008414065841E+02  1.002711829373E+03 -1.703553235957E+03
 2.920000000000E+01 -7.008393418531E+02  1.009056167161E+03 -1.709895509014E+03
 2.921000000000E+01 -7.008295844302E+02  1.009259272831E+03 -1.710088857261E+03
 2.922000000000E+01 -7.008334163125E+02  1.006469503162E+03 -1.707302919475E+03
 2.923000000000E+01 -7.008354462347E+02  1.002192117817E+03 -1.703027564052E+03
 2.924000000000E+01 -7.008464417923E+02  9.991013756638E+02 -1.699947817456E+03
 2.925000000000E+01 -7.008462037572E+02  9.989340853202E+02 -1.699780289077E+03
 2.926000000000E+01 -7.008526323168E+02  9.995599587464E+02 -1.700412591063E+03
 2.927000000000E+01 -7.008541807157E+02  9.972986901142E+02 -1.698152870830E+03
 2.928000000000E+01 -7.008457176091E+02  9.910475537767E+02 -1.691893271386E+03
 2.929000000000E+01 -7.008444107220E+02  9.837350005453E+02 -1.684579411267E+03
 2.930000000000E+01 -7.008290516036E+02  9.795742890229E+02 -1.680403340626E+03
 2.931000000000E+01 -7.008226692035E+02  9.789022966068E+02 -1.679724965810E+03
 2.932000000000E+01 -7.008224261860E+02  9.792871341574E+02 -1.680109560343E+03
 2.933000000000E+01 -7.008173214916E+02  9.785280684813E+02 -1.679345389973E+03
 2.934000000000E+01 -7.008201168597E+02  9.753464402003E+02 -1.676166557060E+03
 2.935000000000E+01 -7.008293094144E+02  9.733750834740E+02 -1.674204392888E+03
 2.936000000000E+01 -7.008249882235E+02  9.757695865819E+02 -1.676594574805E+03
 2.937000000000E+01 -7.008324268343E+02  9.788029836273E+02 -1.679635410462E+03
 2.938000000000E+01 -7.008329290879E+02  9.797875672252E+02 -1.680620496313E+03
 2.939000000000E+01 -7.008359835179E+02  9.794827886346E+02 -1.680318772152E+03
 2.940000000000E+01 -7.008334092722E+02  9.802709496355E+02 -1.681104358908E+03
 2.941000000000E+01 -7.008326391697E+02  9.841895905129E+02 -1.685022229683E+03
 2.942000000000E+01 -7.008326599121E+02  9.912098948654E+02 -1.692042554777E+03
 2.943000000000E+01 -7.008324148472E+02  9.981618615851E+02 -1.698994276432E+03
 2.944000000000E+01 -7.008377859660E+02  1.002627781366E+03 -1.703465567332E+03
 2.945000000000E+01 -7.008336751539E+02  1.004519136464E+03 -1.705352811618E+03
 2.946000000000E+01 -7.008421054661E+02  1.005448067939E+03 -1.706290173406E+03
 2.947000000000E+01 -7.008380062755E+02  1.007236681676E+03 -1.708074687952E+03
 2.948000000000E+01 -7.008344350592E+02  1.009695087207E+03 -1.710529522267E+03
 2.949000000000E+01 -7.008354735452E+02  1.010749413946E+03 -1.711584887491E+03
 2.950000000000E+01 -7.008372638843E+02  1.008620053439E+03 -1.709457317323E+03
 2.951000000000E+01 -7.008421204843E+02  1.003799076777E+03 -1.704641197261E+03
 2.952000000000E+01 -7.008390307091E+02  9.979280597290E+02 -1.698767090438E+03
 2.953000000000E+01 -7.008344106624E+02  9.938735971979E+02 -1.694708007860E+03
 2.954000000000E+01 -7.008428707908E+02  9.933339493401E+02 -1.694176820131E+03
 2.955000000000E+01 -7.008377713593E+02  9.946882162668E+02 -1.695525987626E+03
 2.956000000000E+01 -7.008441705795E+02  9.954324592389E+02 -1.696276629818E+03
 2.957000000000E+01 -7.008385179743E+02  9.960179243746E+02 -1.696856442349E+03
 2.958000000000E+01 -7.008423424168E+02  9.997708778831E+02 -1.700613220300E+03
 2.959000000000E+01 -7.008508200881E+02  1.008630235736E+03 -1.709481055824E+03
 2.960000000000E+01 -7.008562470930E+02  1.018119617994E+03 -1.718975865087E+03
 2.961000000000E+01 -7.008460175651E+02  1.020934006065E+03 -1.721780023630E+03
 2.962000000000E+01 -7.008528961790E+02  1.015153481374E+03 -1.716006377553E+03
 2.963000000000E+01 -7.008592482277E+02  1.005329839694E+03 -1.706189087922E+03
 2.964000000000E+01 -7.008582049662E+02  9.983155666804E+02 -1.699173771647E+03
 2.965000000000E+01 -7.008615629195E+02  9.969639594964E+02 -1.697825522416E+03
 2.966000000000E+01 -7.008613421194E+02  9.973765383208E+02 -1.698237880440E+03
 2.967000000000E+01 -7.008518671889E+02  9.947534461011E+02 -1.695605313290E+03
 2.968000000000E+01 -7.008549005764E+02  9.896683568917E+02 -1.690523257468E+03
 2.969000000000E+01 -7.008471888056E+02  9.877918199506E+02 -1.688639008756E+03
 2.970000000000E+01 -7.008449126323E+02  9.931914348942E+02 -1.694036347527E+03
 2.971000000000E+01 -7.008485269772E+02  1.002212402161E+03 -1.703060929138E+03
 2.972000000000E+01 -7.008533862784E+02  1.009880992764E+03 -1.710734379043E+03
 2.973000000000E+01 -7.008564487772E+02  1.015460122477E+03 -1.716316571254E+03
 2.974000000000E+01 -7.008605575124E+02  1.019257195001E+03 -1.720117752514E+03
 2.975000000000E+01 -7.008546826048E+02  1.019237131046E+03 -1.720091813651E+03
 2.976000000000E+01 -7.008513409169E+02  1.013829255749E+03 -1.714680596666E+03
 2.977000000000E+01 -7.008426053451E+02  1.005388512969E+03 -1.706231118315E+03
 2.978000000000E+01 -7.008354301805E+02  9.989763447320E+02 -1.699811774912E+03
 2.979000000000E+01 -7.008339288025E+02  9.963182724619E+02 -1.697152201264E+03
 2.980000000000E+01 -7.008382817664E+02  9.940528328381E+02 -1.694891114604E+03
 2.981000000000E+01 -7.008431338705E+02  9.920859483858E+02 -1.692929082256E+03
 2.982000000000E+01 -7.008523728704E+02  9.917788325295E+02 -1.692631205400E+03
 2.983000000000E+01 -7.008477601487E+02  9.908673528996E+02 -1.691715113048E+03
 2.984000000000E+01 -7.008462051616E+02  9.900066575088E+02 -1.690852862670E+03
 2.985000000000E+01 -7.008503144432E+02  9.913161099104E+02 -1.692166424354E+03
 2.986000000000E+01 -7.008564654882E+02  9.932673009935E+02 -1.694123766482E+03
 2.987000000000E+01 -7.008659353703E+02  9.946834712472E+02 -1.695549406618E+03
 2.988000000000E+01 -7.008749012487E+02  9.954976484768E+02 -1.696372549725E+03
 2.989000000000E+01 -7.008792446049E+02  9.951574514545E+02 -1.696036696059E+03
 2.990000000000E+01 -7.008787148491E+02  9.947188300033E+02 -1.695597544852E+03
 2.991000000000E+01 -7.008705207546E+02  9.962281712752E+02 -1.697098692030E+03
 2.992000000000E+01 -7.008661688400E+02  9.999152560401E+02 -1.700781424880E+03
 2.993000000000E+01 -7.008653983874E+02  1.005401887180E+03 -1.706267285568E+03
 2.994000000000E+01 -7.008674599789E+02  1.012194652433E+03 -1.713062112412E+03
 2.995000000000E+01 -7.008572363783E+02  1.017862517545E+03 -1.718719753923E+03
 2.996000000000E+01 -7.008592771133E+02  1.020003349656E+03 -1.720862626769E+03
 2.997000000000E+01 -7.008623302829E+02  1.019500938626E+03 -1.720363268909E+03
 2.998000000000E+01 -7.008664223888E+02  1.018651352267E+03 -1.719517774656E+03
 2.999000000000E+01 -7.008735813928E+02  1.018400871212E+03 -1.719274452604E+03
 3.000000000000E+01 -7.008709995255E+02  1.020430859766E+03 -1.721301859291E+03
 3.001000000000E+01 -7.008733064652E+02  1.027888189359E+03 -1.728761495824E+03
 3.002000000000E+01 -7.008733578861E+02  1.039752024706E+03 -1.740625382592E+03
 3.003000000000E+01 -7.008744077581E+02  1.048755366050E+03 -1.749629773808E+03
 3.004000000000E+01 -7.008679896898E+02  1.050458713082E+03 -1.751326702772E+03
 3.005000000000E+01 -7.008687314355E+02  1.046786502133E+03 -1.747655233568E+03
 3.006000000000E+01 -7.008636055599E+02  1.041498628251E+03 -1.742362233811E+03
 3.007000000000E+01 -7.008602840660E+02  1.036306050730E+03 -1.737166334796E+03
 3.008000000000E+01 -7.008646455709E+02  1.031353464520E+03 -1.732218110091E+03
 3.009000000000E+01 -7.008600358371E+02  1.026538053020E+03 -1.727398088857E+03
 3.010000000000E+01 -7.008577222018E+02  1.023108052946E+03 -1.723965775148E+03
 3.011000000000E+01 -7.008554388382E+02  1.022505197417E+03 -1.723360636255E+03
 3.012000000000E+01 -7.008582790853E+02  1.022156830917E+03 -1.723015110002E+03
 3.013000000000E+01 -7.008534093908E+02  1.018910597209E+03 -1.719764006600E+03
 3.014000000000E+01 -7.008541575193E+02  1.013673372676E+03 -1.714527530195E+03
 3.015000000000E+01 -7.008508035606E+02  1.009744307624E+03 -1.710595111184E+03
 3.016000000000E+01 -7.008500421460E+02  1.010623041104E+03 -1.711473083250E+03
 3.017000000000E+01 -7.008500787086E+02  1.014814470935E+03 -1.715664549643E+03
 3.018000000000E+01 -7.008590344296E+02  1.017058446585E+03 -1.717917481014E+03
 3.019000000000E+01 -7.008592614243E+02  1.017152103861E+03 -1.718011365285E+03
 3.020000000000E+01 -7.008569558439E+02  1.018575436594E+03 -1.719432392438E+03
 3.021000000000E+01 -7.008531380808E+02  1.021420777608E+03 -1.722273915689E+03
 3.022000000000E+01 -7.008503215538E+02  1.022741616775E+03 -1.723591938329E+03
 3.023000000000E+01 -7.008536401667E+02  1.022186359110E+03 -1.723039999276E+03
 3.024000000000E+01 -7.008562084739E+02  1.020573343497E+03 -1.721429551971E+03
 3.025000000000E+01 -7.008477515485E+02  1.017384139779E+03 -1.718231891328E+03
 3.026000000000E+01 -7.008415945819E+02  1.014207201244E+03 -1.715048795826E+03
 3.027000000000E+01 -7.008518543969E+02  1.012961282271E+03 -1.713813136668E+03
 3.028000000000E+01 -7.008562324212E+02  1.011455548146E+03 -1.712311780568E+03
 3.029000000000E+01 -7.008454599162E+02  1.006986357745E+03 -1.707831817661E+03
 3.030000000000E+01 -7.008553972207E+02  1.003106690643E+03 -1.703962087864E+03
 3.031000000000E+01 -7.008572172450E+02  1.005328553696E+03 -1.706185770941E+03
 3.032000000000E+01 -7.008557132407E+02  1.010062202094E+03 -1.710917915335E+03
 3.033000000000E+01 -7.008590352841E+02  1.012343539976E+03 -1.713202575261E+03
 3.034000000000E+01 -7.008608240727E+02  1.012075964801E+03 -1.712936788874E+03
 3.035000000000E+01 -7.008585033608E+02  1.010385095641E+03 -1.711243599002E+03
 3.036000000000E+01 -7.008462279962E+02  1.009663410073E+03 -1.710509638070E+03
 3.037000000000E+01 -7.008452479181E+02  1.008364178831E+03 -1.709209426749E+03
 3.038000000000E+01 -7.008447197835E+02  1.001587932468E+03 -1.702432652252E+03
 3.039000000000E+01 -7.008380125825E+02  9.920243020845E+02 -1.692862314667E+03
 3.040000000000E+01 -7.008311025344E+02  9.867213030870E+02 -1.687552405621E+03
 3.041000000000E+01 -7.008323903111E+02  9.863087820947E+02 -1.687141172406E+03
 3.042000000000E+01 -7.008333869906E+02  9.895883728703E+02 -1.690421759861E+03
 3.043000000000E+01 -7.008425952917E+02  9.987785998412E+02 -1.699621195133E+03
 3.044000000000E+01 -7.008441672754E+02  1.013463918616E+03 -1.714308085891E+03
 3.045000000000E+01 -7.008488177688E+02  1.027452687231E+03 -1.728301505000E+03
 3.046000000000E+01 -7.008437022229E+02  1.033905233028E+03 -1.734748935251E+03
 3.047000000000E+01 -7.008559628147E+02  1.031406439934E+03 -1.732262402749E+03
 3.048000000000E+01 -7.008556776944E+02  1.023501738678E+03 -1.724357416373E+03
 3.049000000000E+01 -7.008533530924E+02  1.014779296129E+03 -1.715632649222E+03
 3.050000000000E+01 -7.008487405866E+02  1.008799454832E+03 -1.709648195418E+03
 3.051000000000E+01 -7.008561784306E+02  1.006702467934E+03 -1.707558646364E+03
 3.052000000000E+01 -7.008510783951E+02  1.006722627030E+03 -1.707573705425E+03
 3.053000000000E+01 -7.008592643507E+02  1.006312865502E+03 -1.707172129853E+03
 3.054000000000E+01 -7.008536155379E+02  1.006233663732E+03 -1.707087279270E+03
 3.055000000000E+01 -7.008536325088E+02  1.008369218045E+03 -1.709222850553E+03
 3.056000000000E+01 -7.008457086616E+02  1.010561791737E+03 -1.711407500399E+03
 3.057000000000E+01 -7.008441800242E+02  1.010602290733E+03 -1.711446470757E+03
 3.058000000000E+01 -7.008424059788E+02  1.007029467554E+03 -1.707871873533E+03
 3.059000000000E+01 -7.008487974944E+02  9.981127858360E+02 -1.698961583330E+03
 3.060000000000E+01 -7.008433708052E+02  9.865174299654E+02 -1.687360800771E+03
 3.061000000000E+01 -7.008451372697E+02  9.801920767565E+02 -1.681037214026E+03
 3.062000000000E+01 -7.008454142985E+02  9.834621478844E+02 -1.684307562183E+03
 3.063000000000E+01 -7.008434026240E+02  9.932517374111E+02 -1.694095140035E+03
 3.064000000000E+01 -7.008518621523E+02  1.003735653382E+03 -1.704587515534E+03
 3.065000000000E+01 -7.008608189070E+02  1.012024599302E+03 -1.712885418209E+03
 3.066000000000E+01 -7.008662037451E+02  1.017735558526E+03 -1.718601762271E+03
 3.067000000000E+01 -7.008734001703E+02  1.019360082724E+03 -1.720233482894E+03
 3.068000000000E+01 -7.008703330117E+02  1.013637265397E+03 -1.714507598409E+03
 3.069000000000E+01 -7.008761820071E+02  1.001005091803E+03 -1.701881273810E+03
 3.070000000000E+01 -7.008700027765E+02  9.876951162973E+02 -1.688565119074E+03
 3.071000000000E+01 -7.008620799039E+02  9.794091068212E+02 -1.680271186725E+03
 3.072000000000E+01 -7.008602959729E+02  9.756433508763E+02 -1.676503646849E+03
 3.073000000000E+01 -7.008513248689E+02  9.756710237361E+02 -1.676522348605E+03
 3.074000000000E+01 -7.008598015914E+02  9.799715281403E+02 -1.680831329732E+03
 3.075000000000E+01 -7.008569963052E+02  9.845481650321E+02 -1.685405161337E+03
 3.076000000000E+01 -7.008518600301E+02  9.870094793135E+02 -1.687861339344E+03
 3.077000000000E+01 -7.008467091960E+02  9.892400997556E+02 -1.690086808952E+03
 3.078000000000E+01 -7.008395576002E+02  9.943410618468E+02 -1.695180619447E+03
 3.079000000000E+01 -7.008380485277E+02  9.997037004631E+02 -1.700541748991E+03
 3.080000000000E+01 -7.008403552919E+02  1.000769332477E+03 -1.701609687769E+03
 3.081000000000E+01 -7.008418707975E+02  9.964556329895E+02 -1.697297503787E+03
 3.082000000000E+01 -7.008410664858E+02  9.895737404594E+02 -1.690414806945E+03
 3.083000000000E+01 -7.008397638453E+02  9.854035831541E+02 -1.686243346999E+03
 3.084000000000E+01 -7.008449017148E+02  9.872185044829E+02 -1.688063406198E+03
 3.085000000000E+01 -7.008477496426E+02  9.927064551394E+02 -1.693554204782E+03
 3.086000000000E+01 -7.008500614159E+02  9.973308759849E+02 -1.698180937401E+03
 3.087000000000E+01 -7.008566991506E+02  9.997311492974E+02 -1.700587848448E+03
 3.088000000000E+01 -7.008520715960E+02  1.002587664333E+03 -1.703439735929E+03
 3.089000000000E+01 -7.008541476498E+02  1.008265494683E+03 -1.709119642333E+03
 3.090000000000E+01 -7.008457204082E+02  1.013407033346E+03 -1.714252753754E+03
 3.091000000000E+01 -7.008523586015E+02  1.015177240184E+03 -1.716029598785E+03
 3.092000000000E+01 -7.008479889431E+02  1.015743881608E+03 -1.716591870551E+03
 3.093000000000E+01 -7.008561898243E+02  1.017598989281E+03 -1.718455179105E+03
 3.094000000000E+01 -7.008564664912E+02  1.019587412304E+03 -1.720443878795E+03
 3.095000000000E+01 -7.008700295121E+02  1.019070179564E+03 -1.719940209076E+03
 3.096000000000E+01 -7.008602994194E+02  1.016091492953E+03 -1.716951792372E+03
 3.097000000000E+01 -7.008549217977E+02  1.011370192071E+03 -1.712225113868E+03
 3.098000000000E+01 -7.008620644889E+02  1.006175134407E+03 -1.707037198895E+03
 3.099000000000E+01 -7.008664046184E+02  1.004362631323E+03 -1.705229035941E+03
 3.100000000000E+01 -7.008723202446E+02  1.007754826327E+03 -1.708627146572E+03
 3.101000000000E+01 -7.008718210645E+02  1.013216989525E+03 -1.714088810589E+03
 3.102000000000E+01 -7.008620981354E+02  1.018603696038E+03 -1.719465794174E+03
 3.103000000000E+01 -7.008718429596E+02  1.022279812312E+03 -1.723151655272E+03
 3.104000000000E+01 -7.008661998333E+02  1.021640147928E+03 -1.722506347761E+03
 3.105000000000E+01 -7.008628481722E+02  1.017770583970E+03 -1.718633432142E+03
 3.106000000000E+01 -7.008520931276E+02  1.013737131020E+03 -1.714589224148E+03
 3.107000000000E+01 -7.008515955724E+02  1.010271152017E+03 -1.711122747589E+03
 3.108000000000E+01 -7.008480103691E+02  1.005981353537E+03 -1.706829363906E+03
 3.109000000000E+01 -7.008410780090E+02  1.001526828842E+03 -1.702367906851E+03
 3.110000000000E+01 -7.008484961328E+02  9.998393620870E+02 -1.700687858220E+03
 3.111000000000E+01 -7.008526127927E+02  1.001603906824E+03 -1.702456519616E+03
 3.112000000000E+01 -7.008562103138E+02  1.003917051159E+03 -1.704773261473E+03
 3.113000000000E+01 -7.008608253394E+02  1.004208328097E+03 -1.705069153437E+03
 3.114000000000E+01 -7.008554488499E+02  1.000959206051E+03 -1.701814654901E+03
 3.115000000000E+01 -7.008590072066E+02  9.944207765094E+02 -1.695279783716E+03
 3.116000000000E+01 -7.008559171159E+02  9.880709115687E+02 -1.688926828685E+03
 3.117000000000E+01 -7.008592571180E+02  9.846426855164E+02 -1.685501942634E+03
 3.118000000000E+01 -7.008549246492E+02  9.830651135911E+02 -1.683920038240E+03
 3.119000000000E+01 -7.008485237071E+02  9.813259536923E+02 -1.682174477399E+03
 3.120000000000E+01 -7.008556817882E+02  9.799347023161E+02 -1.680790384104E+03
 3.121000000000E+01 -7.008441489262E+02  9.807236560805E+02 -1.681567805007E+03
 3.122000000000E+01 -7.008421106080E+02  9.854666509079E+02 -1.686308761516E+03
 3.123000000000E+01 -7.008408816947E+02  9.922095086125E+02 -1.693050390307E+03
 3.124000000000E+01 -7.008316969392E+02  9.937964878327E+02 -1.694628184772E+03
 3.125000000000E+01 -7.008319351775E+02  9.857663090715E+02 -1.686598244249E+03
 3.126000000000E+01 -7.008257307148E+02  9.712899289830E+02 -1.672115659698E+03
 3.127000000000E+01 -7.008269624754E+02  9.598667445784E+02 -1.660693707054E+03
 3.128000000000E+01 -7.008303017976E+02  9.589026746906E+02 -1.659732976488E+03
 3.129000000000E+01 -7.008367489077E+02  9.670818218094E+02 -1.667918570717E+03
 3.130000000000E+01 -7.008319093528E+02  9.774429230711E+02 -1.678274832424E+03
 3.131000000000E+01 -7.008403415766E+02  9.854688592673E+02 -1.686309200844E+03
 3.132000000000E+01 -7.008400713538E+02  9.917470303548E+02 -1.692587101709E+03
 3.133000000000E+01 -7.008308614782E+02  9.972045785623E+02 -1.698035440040E+03
 3.134000000000E+01 -7.008283108903E+02  1.000559860984E+03 -1.701388171874E+03
 3.135000000000E+01 -7.008308645769E+02  1.000345607901E+03 -1.701176472477E+03
 3.136000000000E+01 -7.008298273075E+02  9.974332196633E+02 -1.698263046971E+03
 3.137000000000E+01 -7.008221465085E+02  9.937812492326E+02 -1.694603395741E+03
 3.138000000000E+01 -7.008247053362E+02  9.901488252844E+02 -1.690973530621E+03
 3.139000000000E+01 -7.008269911599E+02  9.873192876917E+02 -1.688146278852E+03
 3.140000000000E+01 -7.008264612611E+02  9.877997060630E+02 -1.688626167324E+03
 3.141000000000E+01 -7.008259643660E+02  9.934386370310E+02 -1.694264601397E+03
 3.142000000000E+01 -7.008213886138E+02  1.001420874611E+03 -1.702242263225E+03
 3.143000000000E+01 -7.008213955676E+02  1.006672096092E+03 -1.707493491660E+03
 3.144000000000E+01 -7.008154902706E+02  1.007561857867E+03 -1.708377348138E+03
 3.145000000000E+01 -7.008147119410E+02  1.006002303552E+03 -1.706817015493E+03
 3.146000000000E+01 -7.008213756828E+02  1.003380618100E+03 -1.704201993783E+03
 3.147000000000E+01 -7.008262474027E+02  9.989245484525E+02 -1.699750795855E+03
 3.148000000000E+01 -7.008259775439E+02  9.922906669434E+02 -1.693116644487E+03
 3.149000000000E+01 -7.008359412333E+02  9.861060643294E+02 -1.686942005563E+03
 3.150000000000E+01 -7.008431175306E+02  9.834411230475E+02 -1.684284240578E+03
 3.151000000000E+01 -7.008387857425E+02  9.834239579868E+02 -1.684262743729E+03
 3.152000000000E+01 -7.008395559707E+02  9.834120908022E+02 -1.684251646773E+03
 3.153000000000E+01 -7.008415952636E+02  9.827495094427E+02 -1.683591104706E+03
 3.154000000000E+01 -7.008431237808E+02  9.825149877730E+02 -1.683358111554E+03
 3.155000000000E+01 -7.008482521590E+02  9.835555771448E+02 -1.684403829304E+03
 3.156000000000E+01 -7.008533748774E+02  9.849745392144E+02 -1.685827914092E+03
 3.157000000000E+01 -7.008564366269E+02  9.867346803438E+02 -1.687591116971E+03
 3.158000000000E+01 -7.008633812400E+02  9.896039089323E+02 -1.690467290172E+03
 3.159000000000E+01 -7.008654624415E+02  9.894215278091E+02 -1.690286990251E+03
 3.160000000000E+01 -7.008690185412E+02  9.825067609460E+02 -1.683375779487E+03
 3.161000000000E+01 -7.008684541482E+02  9.735660352457E+02 -1.674434489394E+03
